machine_id,industry,component_type,machining_operation,workpiece_material,cycle,timestamp,spindle_speed_rpm,spindle_current_a,torque_nm,vibration_x,vibration_y,vibration_z,temperature_c,coolant_pressure_bar,cutting_force_n,acoustic_emission,tool_wear_percent,tool_age_hours,rul_hours,anomaly_score,failure_probability,health_score,failure,status,maintenance_recommendation
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,0,2025-01-01 00:00:00.000000000,3744.259,26.479,58.29,0.6514,0.5008,0.7033,59.612,4.837,491.405,27.052,0.311,0.0,882.109,0.14297,0.21817,86.494,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,223,2025-01-12 06:46:32.538645792,3429.022,16.028,56.902,0.7632,0.8583,0.6237,56.728,5.542,478.495,29.114,4.729,270.776,1175.221,0.09702,0.10057,90.939,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,224,2025-01-12 07:59:23.805635235,3354.901,16.619,55.292,0.8347,0.7739,0.8879,55.782,5.314,472.402,25.557,5.868,271.99,1168.05,0.12655,0.08651,90.65,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,225,2025-01-12 09:12:15.072624679,3413.524,16.436,56.651,0.7185,0.9602,0.7422,54.412,5.564,482.261,30.57,6.436,273.204,1158.419,0.10071,0.11914,91.326,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,226,2025-01-12 10:25:06.339614121,3330.941,15.348,56.656,0.6765,0.4485,0.8696,55.823,5.392,470.14,27.8,6.181,274.418,1157.525,0.08153,0.09979,91.477,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,227,2025-01-12 11:37:57.606603564,3332.31,16.354,56.956,0.8276,0.7623,0.8995,57.038,5.374,487.522,28.64,7.549,275.633,1154.987,0.11342,0.10801,87.971,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,228,2025-01-12 12:50:48.873593007,3395.262,15.371,58.631,0.7688,0.7088,0.8626,56.407,5.618,500.85,29.289,3.968,276.847,1176.714,0.09384,0.12378,88.698,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,229,2025-01-12 14:03:40.140582450,3349.582,15.526,55.767,0.8199,0.628,0.7195,55.424,5.438,475.982,30.755,7.004,278.061,1159.672,0.16181,0.12094,90.111,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,230,2025-01-12 15:16:31.407571893,3349.595,15.69,54.845,0.8883,0.7192,0.783,56.573,5.638,463.298,28.059,6.415,279.275,1158.332,0.07871,0.12124,91.773,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,231,2025-01-12 16:29:22.674561337,3372.704,15.442,56.16,0.8378,0.7408,0.8244,56.685,5.484,486.208,26.045,7.716,280.49,1170.682,0.10917,0.14267,90.042,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,232,2025-01-12 17:42:13.941550780,3312.336,16.244,55.911,0.963,0.9613,0.8266,56.999,5.501,471.246,28.704,8.207,281.704,1157.139,0.15696,0.1107,90.534,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,233,2025-01-12 18:55:05.208540222,3328.342,16.029,56.44,0.8807,0.7741,0.7381,56.138,5.514,488.998,27.352,7.02,282.918,1156.466,0.13758,0.13639,90.547,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,234,2025-01-12 20:07:56.475529666,3433.703,15.771,57.726,0.8725,0.5952,0.8485,57.983,5.552,494.612,27.579,5.64,284.132,1158.268,0.12609,0.11096,91.219,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,235,2025-01-12 21:20:47.742519109,3296.942,15.647,56.443,0.6154,0.5547,0.6305,56.361,5.572,479.879,26.091,5.881,285.347,1155.118,0.09332,0.10675,89.579,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,236,2025-01-12 22:33:39.009508551,3376.139,14.812,54.441,0.6368,0.4913,0.7705,56.189,5.483,471.251,25.91,5.901,286.561,1157.763,0.09762,0.10877,91.154,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,237,2025-01-12 23:46:30.276497995,3388.724,16.499,59.478,0.6896,0.8109,0.9279,55.987,5.432,514.715,27.577,8.459,287.775,1162.924,0.10744,0.136,89.057,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,238,2025-01-13 00:59:21.543487438,3317.231,16.1,55.789,0.7749,0.7558,0.8735,57.125,5.412,469.873,30.063,6.527,288.989,1168.161,0.12299,0.09203,91.96,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,239,2025-01-13 02:12:12.810476880,3357.462,17.836,60.224,0.8293,0.4912,0.7995,56.31,5.487,517.771,28.239,6.704,290.204,1162.966,0.14412,0.14306,89.901,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,240,2025-01-13 03:25:04.077466324,3312.454,15.702,56.403,0.8235,0.7606,0.8522,55.374,5.427,480.885,26.823,8.116,291.418,1151.419,0.11513,0.14953,89.447,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,241,2025-01-13 04:37:55.344455767,3385.98,15.868,53.333,0.6754,0.8648,0.9895,56.645,5.588,452.483,30.983,5.192,292.632,1181.87,0.10748,0.10025,88.645,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,242,2025-01-13 05:50:46.611445210,3291.585,16.294,57.415,0.5886,0.806,0.717,56.44,5.578,499.57,29.516,6.866,293.846,1166.869,0.1067,0.12782,90.893,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,243,2025-01-13 07:03:37.878434653,3295.244,15.688,54.587,0.7843,0.6923,0.8445,55.362,5.471,465.426,26.661,5.807,295.061,1169.588,0.08705,0.09696,88.914,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,244,2025-01-13 08:16:29.145424096,3377.836,16.068,55.051,0.6879,0.9293,0.8752,58.499,5.513,471.178,28.16,5.677,296.275,1152.629,0.1318,0.13545,91.497,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,245,2025-01-13 09:29:20.412413539,3345.147,16.461,56.077,0.6448,0.6018,0.9862,56.48,5.377,476.794,27.842,6.332,297.489,1159.575,0.12059,0.12914,88.639,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,246,2025-01-13 10:42:11.679402982,3340.619,15.442,54.017,0.8387,0.6922,0.8368,56.5,5.509,468.054,30.035,7.114,298.703,1153.284,0.12079,0.11856,90.047,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,247,2025-01-13 11:55:02.946392425,3344.023,14.605,54.687,1.0798,0.6614,0.5924,55.674,5.536,463.532,28.619,5.348,299.917,1194.942,0.11573,0.12035,90.643,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,248,2025-01-13 13:07:54.213381868,3378.321,15.297,56.278,0.6699,0.7607,0.7585,56.118,5.469,478.701,28.759,7.623,301.132,1164.336,0.10767,0.09957,89.727,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,249,2025-01-13 14:20:45.480371311,3297.998,15.558,56.371,0.829,0.6684,0.7825,55.84,5.429,481.542,29.322,6.574,302.346,1183.732,0.11114,0.11305,90.099,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,250,2025-01-13 15:33:36.747360754,3358.252,16.068,55.003,0.6331,0.8073,0.8479,55.791,5.485,470.249,30.571,7.244,303.56,1174.359,0.11718,0.12818,87.499,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,251,2025-01-13 16:46:28.014350197,3347.837,15.277,55.837,0.8863,0.7056,0.8124,56.084,5.494,479.436,26.488,7.326,304.774,1168.0,0.11146,0.12196,91.619,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,252,2025-01-13 17:59:19.281339640,3381.297,16.63,58.141,0.7599,0.6997,0.8247,55.126,5.484,493.571,26.722,6.71,305.989,1157.688,0.12179,0.09434,89.708,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,253,2025-01-13 19:12:10.548329083,3343.054,16.888,57.429,0.7532,0.6578,0.7296,57.558,5.484,479.24,29.624,6.283,307.203,1148.279,0.13511,0.12455,88.157,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,254,2025-01-13 20:25:01.815318526,3326.328,15.275,53.282,0.6077,0.5401,0.6818,57.468,5.602,439.923,24.715,7.289,308.417,1165.203,0.10368,0.1018,90.6,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,255,2025-01-13 21:37:53.082307969,3242.053,15.341,55.783,0.8939,0.6684,0.7226,58.17,5.537,480.556,26.941,8.041,309.631,1152.948,0.12542,0.11682,88.332,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,256,2025-01-13 22:50:44.349297412,3316.941,15.877,54.668,0.8436,0.7231,1.0578,56.317,5.391,466.119,25.099,7.846,310.846,1161.06,0.10918,0.11473,89.398,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,257,2025-01-14 00:03:35.616286855,3373.199,16.173,54.068,0.7185,0.7438,0.7328,55.85,5.498,458.48,27.204,5.785,312.06,1187.576,0.1024,0.12127,90.96,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,258,2025-01-14 01:16:26.883276298,3235.528,16.268,57.315,0.7287,0.6052,0.752,57.376,5.552,473.559,29.356,6.058,313.274,1161.14,0.1291,0.10216,91.545,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,259,2025-01-14 02:29:18.150265741,3293.517,15.936,55.124,0.7728,0.6783,0.8953,56.973,5.492,476.229,30.63,6.778,314.488,1155.833,0.11867,0.10864,89.556,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,260,2025-01-14 03:42:09.417255184,3330.546,15.776,55.364,0.8546,0.6109,0.782,56.688,5.557,471.571,27.086,7.667,315.703,1181.962,0.11417,0.09749,90.859,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,261,2025-01-14 04:55:00.684244627,3262.476,16.579,54.686,0.8688,0.7499,0.8916,55.841,5.544,462.577,26.61,7.005,316.917,1168.485,0.11066,0.15367,89.181,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,262,2025-01-14 06:07:51.951234070,3415.985,15.44,55.184,0.9862,0.8485,0.9307,55.786,5.479,468.708,28.333,6.983,318.131,1167.571,0.10578,0.09683,89.417,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,263,2025-01-14 07:20:43.218223513,3327.217,16.049,57.23,0.7874,0.6312,0.8733,56.913,5.541,484.177,27.969,6.745,319.345,1165.252,0.10918,0.1219,88.263,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,264,2025-01-14 08:33:34.485212956,3291.511,16.171,54.511,0.9405,0.6713,0.7229,55.843,5.573,467.921,29.283,6.895,320.56,1165.69,0.12176,0.10318,91.629,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,265,2025-01-14 09:46:25.752202399,3294.414,15.789,55.184,0.855,0.7238,0.8359,55.514,5.534,469.587,26.768,8.041,321.774,1153.989,0.11944,0.12708,88.371,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,266,2025-01-14 10:59:17.019191842,3303.92,16.288,58.187,0.7911,0.683,0.9218,54.961,5.378,491.799,28.631,6.752,322.988,1170.023,0.12186,0.0933,90.277,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,267,2025-01-14 12:12:08.286181285,3362.934,16.664,57.15,0.8023,0.6884,0.6031,55.894,5.373,475.814,27.683,6.747,324.202,1161.969,0.12184,0.11838,88.973,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,268,2025-01-14 13:24:59.553170728,3333.198,16.275,57.503,0.8324,0.7083,0.7225,58.087,5.542,484.015,28.225,8.329,325.417,1147.576,0.10362,0.11898,89.465,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,269,2025-01-14 14:37:50.820160171,3333.954,15.424,55.338,0.7151,0.533,0.8781,56.994,5.48,461.425,28.222,6.824,326.631,1153.445,0.10795,0.1104,90.281,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,270,2025-01-14 15:50:42.087149614,3350.688,15.251,55.227,0.7035,0.5628,0.8446,55.195,5.534,460.011,26.952,6.785,327.845,1162.809,0.10578,0.11484,90.416,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,271,2025-01-14 17:03:33.354139057,3333.456,16.161,56.509,0.6553,0.7389,0.9144,56.719,5.583,492.053,24.369,6.086,329.059,1167.995,0.12291,0.09992,91.786,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,272,2025-01-14 18:16:24.621128500,3444.093,15.869,55.366,0.8022,0.7224,1.082,55.062,5.661,472.266,30.389,7.842,330.274,1136.765,0.10595,0.11523,88.178,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,273,2025-01-14 19:29:15.888117943,3265.805,15.815,53.755,0.8159,0.6701,0.853,56.72,5.349,459.178,30.649,8.116,331.488,1171.553,0.13376,0.09439,89.315,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,274,2025-01-14 20:42:07.155107386,3328.216,15.85,55.021,0.7871,0.8317,0.7999,56.079,5.697,465.759,23.968,7.892,332.702,1159.143,0.10833,0.13386,90.208,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,275,2025-01-14 21:54:58.422096829,3300.403,16.478,55.522,0.8948,0.6076,0.8279,56.937,5.38,475.02,23.825,9.204,333.916,1141.366,0.13823,0.1122,88.811,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,276,2025-01-14 23:07:49.689086272,3345.741,16.581,55.051,0.8096,0.6355,0.7113,57.189,5.477,478.654,27.462,7.894,335.13,1158.982,0.11291,0.15514,89.713,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,277,2025-01-15 00:20:40.956075715,3310.558,16.464,55.708,0.9235,0.6468,0.9648,58.266,5.482,484.729,27.535,7.717,336.345,1150.077,0.12793,0.12169,87.814,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,278,2025-01-15 01:33:32.223065158,3352.206,16.161,55.827,0.729,0.616,0.7782,54.726,5.455,472.279,28.299,9.286,337.559,1156.667,0.11821,0.13306,89.614,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,279,2025-01-15 02:46:23.490054601,3305.427,16.306,55.565,0.846,0.7669,0.8614,57.468,5.594,481.64,25.933,8.425,338.773,1153.335,0.12756,0.13125,87.521,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,280,2025-01-15 03:59:14.757044044,3348.995,15.975,56.971,0.803,0.9118,0.8301,56.937,5.534,487.093,31.203,7.853,339.987,1154.035,0.12596,0.13784,88.904,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,281,2025-01-15 05:12:06.024033487,3253.702,15.836,55.849,0.8914,0.7921,1.0201,55.146,5.46,470.494,27.6,5.761,341.202,1168.015,0.13604,0.13329,88.492,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,282,2025-01-15 06:24:57.291022931,3390.814,15.085,55.86,0.9574,0.7525,0.7822,57.017,5.484,473.909,26.133,7.858,342.416,1162.936,0.09998,0.11301,88.755,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,283,2025-01-15 07:37:48.558012373,3373.64,16.102,53.843,0.7311,0.8619,0.9396,55.694,5.528,458.5,27.913,6.765,343.63,1162.487,0.14034,0.10345,90.705,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,284,2025-01-15 08:50:39.825001816,3326.474,15.811,56.935,0.8451,0.7473,0.8612,56.802,5.613,477.82,30.631,7.767,344.844,1170.157,0.1121,0.10521,90.927,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,285,2025-01-15 10:03:31.091991260,3321.957,16.348,54.911,0.6153,0.7494,1.0781,55.284,5.597,466.102,29.153,10.549,346.059,1145.528,0.12562,0.13735,89.445,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,286,2025-01-15 11:16:22.358980702,3302.412,16.94,54.823,0.9035,0.7369,0.6331,56.735,5.404,463.372,27.688,8.497,347.273,1156.062,0.13298,0.09686,92.319,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,287,2025-01-15 12:29:13.625970146,3366.379,16.587,58.703,0.7861,0.6558,0.8744,57.177,5.525,499.71,27.852,9.044,348.487,1159.526,0.12632,0.14354,89.333,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,288,2025-01-15 13:42:04.892959589,3389.434,16.158,57.529,0.992,0.5855,0.8875,55.922,5.391,493.216,25.42,7.697,349.701,1153.981,0.12021,0.12884,87.843,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,289,2025-01-15 14:54:56.159949032,3382.586,15.311,57.115,0.7851,0.9139,0.9272,56.977,5.481,489.828,28.415,7.133,350.916,1157.255,0.12804,0.11224,90.234,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,290,2025-01-15 16:07:47.426938475,3367.82,15.979,57.253,0.7789,0.5392,0.8786,58.05,5.557,480.554,28.736,9.301,352.13,1159.303,0.14747,0.13353,89.631,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,291,2025-01-15 17:20:38.693927917,3331.374,15.946,58.379,0.871,0.7663,0.6201,56.322,5.516,498.433,30.157,7.625,353.344,1157.894,0.13184,0.12673,89.851,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,292,2025-01-15 18:33:29.960917361,3358.162,15.627,55.078,0.8271,0.6809,0.849,57.193,5.5,470.161,28.8,8.742,354.558,1158.76,0.14233,0.10472,89.938,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,293,2025-01-15 19:46:21.227906803,3287.588,16.791,57.199,0.5361,0.8263,0.8694,56.157,5.662,480.291,26.607,9.072,355.773,1148.858,0.14163,0.12678,88.672,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,294,2025-01-15 20:59:12.494896246,3378.284,15.609,54.431,0.9736,0.6829,0.9384,55.394,5.597,468.185,27.017,9.649,356.987,1154.349,0.10824,0.09967,87.955,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,295,2025-01-15 22:12:03.761885690,3347.235,16.232,56.283,0.7626,0.7874,0.6617,55.807,5.442,475.337,28.514,8.006,358.201,1153.23,0.08123,0.1244,90.302,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,296,2025-01-15 23:24:55.028875132,3340.753,16.484,55.463,0.7928,0.6806,0.9569,55.944,5.435,466.372,26.443,8.401,359.415,1142.334,0.13771,0.11165,89.467,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,297,2025-01-16 00:37:46.295864576,3315.701,16.112,55.701,0.8332,0.5598,0.7137,56.321,5.542,478.282,28.356,9.565,360.63,1166.305,0.15764,0.11226,92.104,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,298,2025-01-16 01:50:37.562854019,3411.212,15.396,54.604,0.687,0.7723,0.841,56.628,5.464,461.832,27.913,8.97,361.844,1150.834,0.15387,0.12279,90.781,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,299,2025-01-16 03:03:28.829843462,3267.413,15.898,57.554,0.8182,0.838,0.8914,55.57,5.356,490.726,28.148,8.883,363.058,1157.493,0.14347,0.08753,90.511,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,300,2025-01-16 04:16:20.096832905,3339.543,15.638,55.186,0.8239,0.6235,1.0745,56.272,5.453,479.284,28.572,8.732,364.272,1143.002,0.14824,0.11399,88.908,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,301,2025-01-16 05:29:11.363822348,3322.459,16.272,55.417,0.7336,0.8439,0.8226,57.997,5.46,471.599,27.981,8.171,365.486,1172.01,0.16084,0.12746,89.074,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,302,2025-01-16 06:42:02.630811791,3316.456,16.289,56.924,0.6585,0.6849,1.0335,56.668,5.592,486.107,27.282,7.749,366.701,1143.512,0.13493,0.1372,89.317,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,303,2025-01-16 07:54:53.897801234,3259.553,16.989,55.446,0.8155,0.6996,0.7001,57.161,5.579,470.45,32.123,10.099,367.915,1159.311,0.14737,0.13839,86.44,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,304,2025-01-16 09:07:45.164790677,3247.185,15.954,56.535,0.6189,0.9208,0.9331,55.609,5.638,486.33,25.061,10.379,369.129,1152.725,0.12213,0.11717,87.764,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,305,2025-01-16 10:20:36.431780120,3296.088,16.422,55.575,0.8487,0.7642,0.9439,55.233,5.48,474.906,29.898,9.823,370.343,1145.194,0.13515,0.11826,91.021,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,306,2025-01-16 11:33:27.698769563,3267.665,16.153,57.036,0.8742,0.6684,0.9719,55.263,5.56,491.601,26.72,10.05,371.558,1158.258,0.12611,0.1026,86.08,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,307,2025-01-16 12:46:18.965759006,3278.504,16.148,55.912,0.8878,0.8233,0.7788,56.406,5.472,473.713,23.911,9.366,372.772,1159.695,0.13698,0.1244,90.642,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,308,2025-01-16 13:59:10.232748449,3361.909,16.639,55.407,0.8008,0.8653,0.9052,57.208,5.407,482.025,31.619,9.744,373.986,1144.436,0.10405,0.11951,85.974,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,309,2025-01-16 15:12:01.499737892,3313.519,16.159,55.289,0.6463,0.6886,0.8459,57.393,5.544,478.658,29.233,9.382,375.2,1145.458,0.12731,0.11074,89.18,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,310,2025-01-16 16:24:52.766727335,3286.858,16.322,55.285,0.7918,0.8282,0.9994,57.035,5.467,473.396,27.736,7.782,376.415,1166.84,0.13045,0.1178,90.451,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,311,2025-01-16 17:37:44.033716778,3390.305,16.309,57.03,0.7767,0.7496,0.8488,57.587,5.42,489.904,26.637,8.983,377.629,1160.991,0.13928,0.1298,89.376,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,312,2025-01-16 18:50:35.300706221,3305.429,15.612,54.734,0.8604,0.5459,0.7662,56.915,5.407,472.009,27.375,9.245,378.843,1159.17,0.13495,0.10149,89.311,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-012,Automotive Manufacturing,Engine Block,Milling,Cast Iron,313,2025-01-16 20:03:26.567695664,3280.868,14.679,52.115,0.7653,0.6534,0.8426,55.732,5.429,450.994,26.23,8.088,380.057,1166.273,0.10766,0.10541,89.785,0,HEALTHY,Continue production; routine monitoring
