machine_id,cycle,timestamp,spindle_speed_rpm,torque_nm,motor_current_a,vibration_x,vibration_y,vibration_z,temperature_c,cutting_force_n,acoustic_emission,tool_wear_percent,tool_age_hours,rul_hours,anomaly_score,failure_probability,health_score,failure,status
CNC-006,197,2025-01-08 20:43:52.896247721,2860.027,52.916,12.55,1.5503,1.0948,1.0909,67.598,520.433,37.568,5.291,188.731,769.296,0.20926,0.30857,75.443,0,HEALTHY
CNC-006,198,2025-01-08 21:41:21.794198217,2944.419,50.374,11.757,1.5084,0.9463,1.0258,65.706,518.19,36.448,5.564,189.689,768.338,0.24561,0.29112,76.4,0,HEALTHY
CNC-006,199,2025-01-08 22:38:50.692148713,2973.122,49.833,11.802,1.4297,1.3403,1.251,66.764,505.353,37.857,3.973,190.647,767.38,0.24549,0.29788,76.272,0,HEALTHY
CNC-006,200,2025-01-08 23:36:19.590099209,2808.381,50.656,11.067,1.4713,1.4592,0.9783,67.68,512.726,35.702,3.397,191.605,766.422,0.21285,0.27897,77.623,0,HEALTHY
CNC-006,201,2025-01-09 00:33:48.488049705,2759.648,56.134,13.985,1.4211,1.3609,1.599,65.239,564.401,40.969,6.025,192.563,765.464,0.28059,0.34333,72.69,0,HEALTHY
CNC-006,202,2025-01-09 01:31:17.386000201,3050.171,50.982,11.737,1.0305,1.1416,1.0947,66.985,521.11,35.11,4.822,193.521,764.506,0.22994,0.29492,76.282,0,HEALTHY
CNC-006,203,2025-01-09 02:28:46.283950697,2910.583,54.927,14.078,1.3804,1.1906,1.6243,67.455,543.538,36.057,6.509,194.48,763.548,0.27609,0.35593,72.049,0,HEALTHY
CNC-006,204,2025-01-09 03:26:15.181901193,2993.164,56.145,12.973,1.5498,1.2532,1.223,65.496,559.411,36.592,6.581,195.438,762.59,0.24543,0.31753,74.305,0,HEALTHY
CNC-006,205,2025-01-09 04:23:44.079851689,3041.841,52.749,13.316,1.477,1.5308,1.0123,66.06,536.909,39.88,5.488,196.396,761.632,0.25348,0.31016,75.255,0,HEALTHY
CNC-006,206,2025-01-09 05:21:12.977802185,2804.622,51.067,13.229,1.7051,1.5202,1.8613,65.69,518.686,39.383,6.749,197.354,760.674,0.30261,0.35007,72.271,0,HEALTHY
CNC-006,207,2025-01-09 06:18:41.875752681,2890.554,54.42,13.105,1.5364,1.564,1.7696,64.485,558.701,41.006,5.585,198.312,759.716,0.25922,0.33492,73.132,0,HEALTHY
CNC-006,208,2025-01-09 07:16:10.773703177,2989.358,53.496,12.82,1.3596,1.195,1.0509,66.048,537.518,38.996,4.775,199.27,758.758,0.2159,0.30275,75.778,0,HEALTHY
CNC-006,209,2025-01-09 08:13:39.671653674,2864.91,55.386,12.509,1.8996,1.4969,1.4732,66.566,563.358,35.179,6.194,200.228,757.8,0.23671,0.32456,73.79,0,HEALTHY
CNC-006,210,2025-01-09 09:11:08.569604169,3035.59,55.642,11.327,1.3132,1.3221,1.5103,66.967,539.865,35.043,4.995,201.186,756.841,0.27256,0.30784,75.083,0,HEALTHY
CNC-006,211,2025-01-09 10:08:37.467554666,2939.677,56.023,12.947,1.6419,1.6562,1.335,65.7,561.082,35.883,5.686,202.144,755.883,0.19811,0.31888,74.321,0,HEALTHY
CNC-006,212,2025-01-09 11:06:06.365505162,2975.636,53.349,13.911,1.5,1.4809,0.8967,66.119,534.767,35.199,4.571,203.102,754.925,0.27255,0.30894,75.619,0,HEALTHY
CNC-006,213,2025-01-09 12:03:35.263455658,2924.12,55.534,13.553,1.3602,1.1178,1.4218,65.956,551.156,40.855,3.282,204.06,753.967,0.26723,0.32074,74.721,0,HEALTHY
CNC-006,214,2025-01-09 13:01:04.161406154,2955.819,54.453,12.967,1.525,0.9537,1.261,65.951,542.079,36.298,5.254,205.018,753.009,0.23737,0.31502,74.807,0,HEALTHY
CNC-006,215,2025-01-09 13:58:33.059356650,2945.664,51.89,13.157,1.6341,1.4775,1.4782,66.017,520.784,39.403,5.399,205.976,752.051,0.25287,0.32753,74.062,0,HEALTHY
CNC-006,216,2025-01-09 14:56:01.957307146,2899.88,56.888,12.607,1.3225,1.2152,1.368,67.073,577.868,45.795,4.444,206.934,751.093,0.2744,0.31557,74.64,0,HEALTHY
CNC-006,217,2025-01-09 15:53:30.855257642,3136.25,54.928,12.914,1.5068,1.5923,1.1147,64.571,547.961,41.245,6.994,207.892,750.135,0.25678,0.31077,74.741,0,HEALTHY
CNC-006,218,2025-01-09 16:50:59.753208138,3011.968,54.926,13.39,1.5095,1.5189,1.4685,66.432,560.12,36.832,5.803,208.85,749.177,0.27146,0.33329,73.421,0,HEALTHY
CNC-006,219,2025-01-09 17:48:28.651158634,2914.745,54.047,13.576,1.3455,1.4165,1.7955,65.836,553.63,39.162,6.556,209.808,748.219,0.31503,0.35131,72.071,0,HEALTHY
CNC-006,220,2025-01-09 18:45:57.549109130,2939.715,58.336,13.302,1.6036,1.444,0.8973,67.276,577.429,39.826,5.288,210.766,747.261,0.23623,0.30851,75.226,0,HEALTHY
CNC-006,221,2025-01-09 19:43:26.447059626,2857.073,53.226,14.827,1.7653,1.3871,1.3939,67.372,531.659,36.31,4.899,211.724,746.303,0.29157,0.34784,73.077,0,HEALTHY
CNC-006,222,2025-01-09 20:40:55.345010122,3042.379,50.562,11.894,1.7518,1.2932,1.2977,67.446,519.086,40.345,5.597,212.682,745.345,0.25488,0.31,75.146,0,HEALTHY
CNC-006,223,2025-01-09 21:38:24.242960618,2971.337,56.314,15.701,1.6556,1.2529,1.6089,66.724,571.36,40.607,7.362,213.64,744.387,0.27612,0.37792,70.521,0,HEALTHY
CNC-006,224,2025-01-09 22:35:53.140911114,2782.29,53.412,13.419,1.5118,1.2745,1.4226,65.673,530.189,40.398,6.038,214.598,743.429,0.27702,0.32998,73.775,0,HEALTHY
CNC-006,225,2025-01-09 23:33:22.038861610,2924.036,56.292,12.497,1.4986,1.5321,1.5716,65.991,585.45,39.007,7.179,215.556,742.471,0.26946,0.33089,73.014,0,HEALTHY
CNC-006,226,2025-01-10 00:30:50.936812106,3054.927,54.164,14.161,1.494,1.7208,1.4397,67.28,544.73,40.114,7.823,216.514,741.513,0.25471,0.35397,72.015,0,HEALTHY
CNC-006,227,2025-01-10 01:28:19.834762602,2948.729,51.449,12.356,1.1473,1.1513,1.3807,67.918,516.63,38.895,6.657,217.472,740.555,0.28654,0.32542,74.036,0,HEALTHY
CNC-006,228,2025-01-10 02:25:48.732713098,3006.101,54.29,12.844,1.6411,1.6475,1.7999,69.721,561.001,40.026,7.816,218.43,739.597,0.25825,0.36192,71.225,0,HEALTHY
CNC-006,229,2025-01-10 03:23:17.630663594,3026.829,48.369,11.383,1.4763,1.2688,1.1111,67.288,499.335,38.436,7.622,219.388,738.639,0.19533,0.30391,75.332,0,HEALTHY
CNC-006,230,2025-01-10 04:20:46.528614091,2873.669,51.682,13.661,1.7551,1.3383,1.565,65.613,526.479,38.257,7.232,220.346,737.681,0.2406,0.34435,72.66,0,HEALTHY
CNC-006,231,2025-01-10 05:18:15.426564587,2981.389,50.37,12.405,1.678,1.2537,1.06,66.438,513.605,34.472,5.98,221.304,736.723,0.2664,0.30443,75.585,0,HEALTHY
CNC-006,232,2025-01-10 06:15:44.324515083,2978.531,55.358,13.479,1.6274,1.4315,1.6401,68.478,553.07,37.687,8.069,222.262,735.765,0.2722,0.35959,71.462,0,HEALTHY
CNC-006,233,2025-01-10 07:13:13.222465579,3034.747,50.447,13.123,1.7487,1.2531,1.6918,68.155,506.56,41.764,6.508,223.22,734.807,0.25922,0.34906,72.612,0,HEALTHY
CNC-006,234,2025-01-10 08:10:42.120416075,2924.29,56.608,12.952,1.483,1.1561,1.5526,67.817,564.944,32.013,6.002,224.178,733.849,0.26072,0.33723,73.082,0,HEALTHY
CNC-006,235,2025-01-10 09:08:11.018366571,2957.227,54.243,13.522,1.4583,1.1812,1.6155,65.941,538.769,41.218,7.94,225.136,732.891,0.24957,0.34915,72.138,0,HEALTHY
CNC-006,236,2025-01-10 10:05:39.916317067,3070.204,57.249,14.391,1.6242,1.559,1.8003,68.179,579.384,42.059,6.513,226.094,731.933,0.28232,0.37076,70.89,0,HEALTHY
CNC-006,237,2025-01-10 11:03:08.814267563,2974.351,53.726,12.916,1.7661,1.2239,1.4957,65.464,527.019,43.095,7.757,227.052,730.975,0.29791,0.33354,73.184,0,HEALTHY
CNC-006,238,2025-01-10 12:00:37.712218059,2965.99,53.249,12.821,1.4143,1.4502,1.3632,67.397,551.141,40.284,7.085,228.01,730.017,0.26246,0.33052,73.454,0,HEALTHY
CNC-006,239,2025-01-10 12:58:06.610168555,2962.907,50.209,13.948,1.3246,1.019,1.4211,67.297,517.99,39.914,7.069,228.969,729.059,0.29262,0.34706,72.733,0,HEALTHY
CNC-006,240,2025-01-10 13:55:35.508119051,3023.639,51.809,13.48,1.3238,1.795,1.6719,66.321,527.813,37.11,8.957,229.927,728.101,0.2433,0.35708,71.53,0,HEALTHY
CNC-006,241,2025-01-10 14:53:04.406069547,2898.244,53.913,13.469,1.5367,1.2494,1.5491,67.253,552.837,47.337,8.981,230.885,727.143,0.22709,0.35495,71.582,0,HEALTHY
CNC-006,242,2025-01-10 15:50:33.304020043,2984.031,56.115,13.642,1.6849,1.0901,1.3881,68.672,559.566,30.439,7.058,231.843,726.185,0.24715,0.34659,72.529,0,HEALTHY
CNC-006,243,2025-01-10 16:48:02.201970539,2965.007,51.414,12.419,1.3049,1.1966,1.351,67.163,501.51,43.738,8.628,232.801,725.227,0.25556,0.33079,73.447,0,HEALTHY
CNC-006,244,2025-01-10 17:45:31.099921035,2903.371,52.46,12.949,1.4924,1.309,1.2988,66.919,513.158,35.315,6.863,233.759,724.269,0.23863,0.32669,74.002,0,HEALTHY
CNC-006,245,2025-01-10 18:42:59.997871531,2957.781,50.874,14.122,1.1899,1.606,1.0437,69.237,518.416,40.961,6.669,234.717,723.311,0.21725,0.33785,73.625,0,HEALTHY
CNC-006,246,2025-01-10 19:40:28.895822027,2956.658,53.889,14.225,1.6258,1.3513,1.7064,68.42,540.334,38.049,7.98,235.675,722.353,0.34421,0.37189,70.854,0,HEALTHY
CNC-006,247,2025-01-10 20:37:57.793772523,2931.277,53.817,14.077,1.6335,1.3631,1.6409,67.356,543.157,38.928,8.168,236.633,721.394,0.28809,0.3638,71.269,0,HEALTHY
CNC-006,248,2025-01-10 21:35:26.691723019,2982.85,54.025,12.068,1.3984,1.3315,1.8882,66.881,548.474,46.536,8.045,237.591,720.436,0.24542,0.34634,71.998,0,HEALTHY
CNC-006,249,2025-01-10 22:32:55.589673515,2925.06,53.131,12.825,1.3443,1.1053,1.6582,66.446,545.878,36.316,6.792,238.549,719.478,0.32322,0.33879,72.86,0,HEALTHY
CNC-006,250,2025-01-10 23:30:24.487624011,2980.181,51.657,12.871,1.2518,0.9357,1.3076,68.816,513.615,40.448,6.723,239.507,718.52,0.25806,0.33221,73.739,0,HEALTHY
CNC-006,251,2025-01-11 00:27:53.385574508,3125.899,53.506,13.328,1.5022,1.6616,1.2366,69.711,553.419,40.57,8.266,240.465,717.562,0.27577,0.34494,72.534,0,HEALTHY
CNC-006,252,2025-01-11 01:25:22.283525004,2995.054,55.207,12.687,1.7704,1.4299,1.5849,66.15,567.902,39.784,8.627,241.423,716.604,0.25846,0.34081,72.28,0,HEALTHY
CNC-006,253,2025-01-11 02:22:51.181475500,2974.939,51.509,13.194,1.5903,1.2786,1.5635,68.474,519.472,39.25,7.687,242.381,715.646,0.27545,0.35068,72.298,0,HEALTHY
CNC-006,254,2025-01-11 03:20:20.079425996,2963.344,52.587,13.462,1.4693,1.4882,1.7639,65.919,525.591,42.185,8.551,243.339,714.688,0.27971,0.35767,71.521,0,HEALTHY
CNC-006,255,2025-01-11 04:17:48.977376492,2995.537,52.356,13.566,1.553,1.225,1.564,67.072,536.493,43.639,9.266,244.297,713.73,0.27791,0.3575,71.478,0,HEALTHY
CNC-006,256,2025-01-11 05:15:17.875326988,3042.258,58.839,14.256,1.366,1.3953,1.666,67.268,604.339,36.137,7.242,245.255,712.772,0.27531,0.36278,71.099,0,HEALTHY
CNC-006,257,2025-01-11 06:12:46.773277484,3042.068,53.391,12.973,1.4055,1.2929,1.7385,67.232,551.709,37.27,9.9,246.213,711.814,0.28147,0.36106,70.921,0,HEALTHY
CNC-006,258,2025-01-11 07:10:15.671227980,3019.054,52.278,14.174,1.5565,1.7869,1.6328,68.649,527.653,39.864,10.322,247.171,710.856,0.30188,0.37946,70.105,0,HEALTHY
CNC-006,259,2025-01-11 08:07:44.569178476,2855.405,52.588,11.978,1.0014,1.4565,1.3682,66.712,532.605,40.776,7.487,248.129,709.898,0.2611,0.31948,74.081,0,HEALTHY
CNC-006,260,2025-01-11 09:05:13.467128972,3031.399,53.507,12.774,1.0887,1.5305,1.5052,69.61,548.373,43.108,9.862,249.087,708.94,0.29187,0.35652,71.4,0,HEALTHY
CNC-006,261,2025-01-11 10:02:42.365079468,3033.665,55.973,13.801,1.4113,1.221,1.7545,68.88,566.484,41.181,10.347,250.045,707.982,0.26146,0.38106,69.669,0,AT_RISK
CNC-006,262,2025-01-11 11:00:11.263029964,2916.149,51.938,13.193,1.4555,1.5253,1.7719,66.247,510.833,37.521,9.256,251.003,707.024,0.26858,0.3589,71.401,0,HEALTHY
CNC-006,263,2025-01-11 11:57:40.160980460,3046.873,54.679,14.131,1.9811,1.4142,1.64,66.423,557.256,44.074,10.554,251.961,706.066,0.27451,0.37189,70.24,0,HEALTHY
CNC-006,264,2025-01-11 12:55:09.058930956,2969.341,52.029,13.256,1.4958,1.3801,2.0052,67.77,518.489,42.633,9.513,252.919,705.108,0.29383,0.37725,70.149,0,HEALTHY
CNC-006,265,2025-01-11 13:52:37.956881452,2995.567,53.977,13.594,1.8473,1.3248,1.6664,67.623,542.93,39.183,9.678,253.877,704.15,0.31027,0.36644,70.797,0,HEALTHY
CNC-006,266,2025-01-11 14:50:06.854831948,2947.419,58.508,12.9,1.6136,1.3461,1.4023,66.967,590.435,35.135,9.552,254.835,703.192,0.27585,0.34252,72.0,0,HEALTHY
CNC-006,267,2025-01-11 15:47:35.752782444,2987.081,55.876,13.843,1.7324,1.232,1.6451,68.629,571.08,33.796,10.647,255.793,702.234,0.24688,0.377,69.876,0,AT_RISK
CNC-006,268,2025-01-11 16:45:04.650732940,3128.146,53.828,13.945,1.4939,1.5137,1.9053,68.529,553.308,39.063,10.347,256.751,701.276,0.29951,0.38867,69.229,0,AT_RISK
CNC-006,269,2025-01-11 17:42:33.548683436,3049.035,56.251,12.345,1.7224,1.1308,1.5807,67.75,570.572,45.024,11.059,257.709,700.318,0.24577,0.35284,71.126,0,HEALTHY
CNC-006,270,2025-01-11 18:40:02.446633933,2879.33,55.029,13.367,1.2313,1.6271,1.9,67.534,566.962,40.535,10.091,258.667,699.36,0.31549,0.37567,69.878,0,AT_RISK
CNC-006,271,2025-01-11 19:37:31.344584429,2944.304,56.044,13.928,1.3393,1.2274,1.8679,67.26,557.459,43.059,11.655,259.625,698.402,0.32469,0.38796,68.984,0,AT_RISK
CNC-006,272,2025-01-11 20:35:00.242534925,3020.935,57.925,13.048,1.7132,1.2929,1.6367,65.83,575.367,38.253,9.305,260.583,697.444,0.29948,0.34962,71.572,0,HEALTHY
CNC-006,273,2025-01-11 21:32:29.140485421,3205.404,55.27,13.609,1.435,1.7438,1.7379,67.469,566.887,43.203,13.61,261.541,696.486,0.27997,0.38749,68.644,0,AT_RISK
CNC-006,274,2025-01-11 22:29:58.038435917,2984.078,53.097,12.566,1.1972,1.4724,1.6824,66.206,529.23,37.061,10.778,262.499,695.528,0.26432,0.35336,71.331,0,HEALTHY
CNC-006,275,2025-01-11 23:27:26.936386413,2979.222,56.508,15.157,1.5633,1.337,1.7987,67.641,588.148,36.278,12.335,263.457,694.57,0.33454,0.40619,67.738,0,AT_RISK
CNC-006,276,2025-01-12 00:24:55.834336909,3085.703,53.653,14.737,1.4879,1.4269,1.4579,69.526,565.79,45.928,8.983,264.416,693.612,0.25732,0.37608,70.462,0,HEALTHY
CNC-006,277,2025-01-12 01:22:24.732287405,2947.671,53.653,13.689,1.5826,1.4996,1.4029,67.54,548.877,43.358,10.938,265.374,692.654,0.28368,0.36114,70.986,0,HEALTHY
CNC-006,278,2025-01-12 02:19:53.630237901,3016.193,55.802,15.853,1.7069,1.5067,1.9436,67.774,567.471,44.329,11.844,266.332,691.696,0.30362,0.42091,67.088,0,AT_RISK
CNC-006,279,2025-01-12 03:17:22.528188397,2938.956,56.779,14.686,1.5599,1.3656,1.7569,67.834,584.947,44.135,11.193,267.29,690.738,0.26404,0.39313,68.721,0,AT_RISK
CNC-006,280,2025-01-12 04:14:51.426138893,3067.283,51.96,13.959,1.3569,1.4958,1.7333,67.447,518.695,39.073,10.386,268.248,689.78,0.28941,0.37696,70.192,0,HEALTHY
CNC-006,281,2025-01-12 05:12:20.324089389,3089.584,53.715,13.485,1.7179,1.5556,1.8004,65.971,534.672,43.046,11.353,269.206,688.822,0.31104,0.37259,70.052,0,HEALTHY
CNC-006,282,2025-01-12 06:09:49.222039885,3089.897,53.449,12.959,1.5037,1.4464,1.6571,68.326,538.548,37.87,9.288,270.164,687.864,0.31281,0.35847,71.347,0,HEALTHY
CNC-006,283,2025-01-12 07:07:18.119990381,2997.893,54.406,14.483,1.4099,1.6363,1.6872,67.51,561.871,38.774,13.304,271.122,686.906,0.28274,0.39574,68.344,0,AT_RISK
CNC-006,284,2025-01-12 08:04:47.017940877,2919.107,55.522,14.722,1.6301,1.4295,1.8399,69.528,575.376,41.214,12.256,272.08,685.947,0.29296,0.40908,67.671,0,AT_RISK
CNC-006,285,2025-01-12 09:02:15.915891373,3126.164,58.554,14.657,1.4389,1.1659,2.263,69.754,589.094,42.811,12.924,273.038,684.989,0.32789,0.43252,65.88,0,AT_RISK
CNC-006,286,2025-01-12 09:59:44.813841869,3021.05,56.865,13.016,1.3822,1.5795,1.4355,68.182,573.317,45.792,12.066,273.996,684.031,0.28139,0.36122,70.567,0,HEALTHY
CNC-006,287,2025-01-12 10:57:13.711792365,3152.775,55.198,13.756,1.5608,1.267,2.072,68.421,555.204,40.086,11.133,274.954,683.073,0.28111,0.39718,68.47,0,AT_RISK
CNC-006,288,2025-01-12 11:54:42.609742861,3040.751,56.16,12.529,1.3715,1.2603,1.9594,67.179,574.764,40.14,12.537,275.912,682.115,0.33959,0.37711,69.19,0,AT_RISK
CNC-006,289,2025-01-12 12:52:11.507693357,3119.373,55.187,14.501,1.3099,1.4157,1.7581,70.038,551.605,47.633,12.321,276.87,681.157,0.26915,0.40444,68.125,0,AT_RISK
CNC-006,290,2025-01-12 13:49:40.405643853,3013.808,56.211,13.825,1.3414,1.4778,1.8211,68.623,563.989,43.234,13.233,277.828,680.199,0.32387,0.39698,68.185,0,AT_RISK
CNC-006,291,2025-01-12 14:47:09.303594349,2966.818,59.271,14.584,1.3078,1.5044,1.5199,69.309,618.94,43.605,12.31,278.786,679.241,0.26455,0.39152,68.553,0,AT_RISK
CNC-006,292,2025-01-12 15:44:38.201544845,3156.98,54.672,13.186,1.5359,1.2082,1.8952,67.773,556.303,45.712,10.144,279.744,678.283,0.28443,0.37417,70.022,0,HEALTHY
CNC-006,293,2025-01-12 16:42:07.099495342,3049.429,52.755,14.206,1.552,1.3887,1.6534,64.677,529.825,40.464,11.925,280.702,677.325,0.2404,0.37325,70.033,0,HEALTHY
CNC-006,294,2025-01-12 17:39:35.997445838,3094.763,57.444,14.212,1.7389,1.5202,2.0282,69.845,595.004,42.898,15.705,281.66,676.367,0.37227,0.42873,65.646,0,AT_RISK
CNC-006,295,2025-01-12 18:37:04.895396334,3032.367,55.879,14.116,1.2221,1.5075,2.3082,69.095,573.629,43.657,12.703,282.618,675.409,0.30639,0.42346,66.46,0,AT_RISK
CNC-006,296,2025-01-12 19:34:33.793346830,3081.289,54.45,12.465,1.3175,1.4502,1.9481,66.949,552.901,42.676,11.696,283.576,674.451,0.26462,0.371,69.84,0,AT_RISK
CNC-006,297,2025-01-12 20:32:02.691297326,3071.049,53.484,13.288,1.8429,1.1108,2.1384,68.344,534.091,43.821,12.055,284.534,673.493,0.31568,0.39794,68.322,0,AT_RISK
CNC-006,298,2025-01-12 21:29:31.589247822,3120.312,56.472,13.867,1.7296,1.4279,1.7161,65.973,565.724,44.55,14.518,285.492,672.535,0.28586,0.38851,68.411,0,AT_RISK
CNC-006,299,2025-01-12 22:27:00.487198318,3045.835,57.377,14.502,1.4224,1.2755,1.789,67.883,575.79,41.098,12.235,286.45,671.577,0.27852,0.39719,68.324,0,AT_RISK
CNC-006,300,2025-01-12 23:24:29.385148814,3111.766,58.345,14.448,1.5058,1.2995,1.9416,66.981,580.08,41.326,13.69,287.408,670.619,0.2988,0.40705,67.343,0,AT_RISK
CNC-006,301,2025-01-13 00:21:58.283099310,3013.086,62.175,14.314,1.4682,1.3635,2.1309,68.009,624.477,36.983,14.074,288.366,669.661,0.33753,0.42004,66.152,0,AT_RISK
CNC-006,302,2025-01-13 01:19:27.181049806,3106.51,55.557,13.727,1.6238,1.4507,2.21,68.092,565.142,43.738,14.21,289.324,668.703,0.35907,0.41664,66.627,0,AT_RISK
CNC-006,303,2025-01-13 02:16:56.079000302,3081.257,55.382,13.065,1.6441,1.1811,2.371,69.253,559.047,46.764,14.931,290.282,667.745,0.34557,0.42313,66.06,0,AT_RISK
CNC-006,304,2025-01-13 03:14:24.976950798,3068.065,57.267,13.034,1.4845,1.3376,1.9285,67.455,578.196,46.139,14.17,291.24,666.787,0.26735,0.39113,68.111,0,AT_RISK
CNC-006,305,2025-01-13 04:11:53.874901294,3009.719,58.978,14.699,1.2172,1.5177,1.8496,68.557,589.79,45.878,14.188,292.198,665.829,0.26074,0.41464,66.864,0,AT_RISK
CNC-006,306,2025-01-13 05:09:22.772851790,3015.246,56.618,13.573,1.3598,1.2713,1.6377,67.917,565.374,35.955,12.817,293.156,664.871,0.30444,0.38037,69.28,0,AT_RISK
CNC-006,307,2025-01-13 06:06:51.670802286,3195.1,58.824,14.877,1.1626,1.745,1.4185,67.168,604.196,43.302,12.388,294.114,663.913,0.26482,0.38296,69.145,0,AT_RISK
CNC-006,308,2025-01-13 07:04:20.568752782,3080.142,55.668,13.506,1.6945,1.2668,2.2191,68.692,574.603,37.735,13.02,295.072,662.955,0.34814,0.41068,67.125,0,AT_RISK
CNC-006,309,2025-01-13 08:01:49.466703278,3050.714,58.23,13.191,1.4283,1.7082,2.0218,68.121,604.967,36.901,15.243,296.03,661.997,0.30748,0.40529,66.898,0,AT_RISK
CNC-006,310,2025-01-13 08:59:18.364653774,3043.681,59.143,13.635,1.283,0.9894,2.2108,67.987,599.358,41.934,14.06,296.988,661.039,0.3532,0.41427,66.559,0,AT_RISK
CNC-006,311,2025-01-13 09:56:47.262604270,2980.297,55.58,13.263,1.5198,1.524,1.7745,68.926,564.332,45.128,16.163,297.946,660.081,0.3017,0.40205,67.343,0,AT_RISK
CNC-006,312,2025-01-13 10:54:16.160554766,3146.708,52.807,12.509,1.286,1.2892,1.5379,68.027,536.552,40.751,12.256,298.904,659.123,0.23364,0.35948,70.778,0,HEALTHY
CNC-006,313,2025-01-13 11:51:45.058505263,3149.163,53.32,12.911,1.605,1.7352,1.9897,67.868,545.713,46.558,14.575,299.863,658.165,0.28577,0.39581,67.945,0,AT_RISK
CNC-006,314,2025-01-13 12:49:13.956455759,3072.189,53.035,14.359,1.4709,1.0509,1.9825,70.288,542.987,47.059,13.909,300.821,657.207,0.30397,0.4217,66.768,0,AT_RISK
CNC-006,315,2025-01-13 13:46:42.854406255,3202.062,56.411,13.893,1.7213,1.6021,2.2871,69.025,575.271,42.986,15.737,301.779,656.249,0.32434,0.43364,65.299,0,AT_RISK
CNC-006,316,2025-01-13 14:44:11.752356751,3099.711,57.014,13.598,1.3336,1.5759,2.1385,68.027,592.518,40.404,15.144,302.737,655.291,0.33169,0.41563,66.362,0,AT_RISK
CNC-006,317,2025-01-13 15:41:40.650307247,3117.972,59.294,15.799,1.286,1.0662,1.9736,67.439,600.916,48.182,15.3,303.695,654.333,0.39209,0.43691,65.284,0,AT_RISK
CNC-006,318,2025-01-13 16:39:09.548257743,3132.027,56.617,14.327,1.1557,1.6138,2.1572,67.894,586.289,38.058,13.699,304.653,653.375,0.28169,0.41924,66.499,0,AT_RISK
CNC-006,319,2025-01-13 17:36:38.446208239,3148.614,56.169,15.034,1.3669,1.6835,2.2274,70.742,558.938,41.548,15.241,305.611,652.417,0.31592,0.45124,64.651,0,AT_RISK
CNC-006,320,2025-01-13 18:34:07.344158735,3230.634,55.882,14.663,1.7833,1.5595,2.2544,66.337,583.307,42.389,15.942,306.569,651.459,0.39956,0.43325,65.225,0,AT_RISK
CNC-006,321,2025-01-13 19:31:36.242109231,3155.832,58.124,12.251,1.7364,1.5349,1.7025,68.98,594.704,41.566,14.074,307.527,650.5,0.27261,0.37542,69.049,0,AT_RISK
CNC-006,322,2025-01-13 20:29:05.140059727,3184.992,58.356,14.382,1.5127,1.4277,1.869,68.578,589.013,39.541,15.099,308.485,649.542,0.25071,0.4156,66.614,0,AT_RISK
CNC-006,323,2025-01-13 21:26:34.038010223,3181.764,59.188,14.793,1.2186,1.4032,1.8137,70.868,599.863,40.865,14.776,309.443,648.584,0.33635,0.42609,66.125,0,AT_RISK
CNC-006,324,2025-01-13 22:24:02.935960719,3203.873,54.16,14.004,1.5714,0.9845,1.941,67.934,553.524,41.755,15.305,310.401,647.626,0.31971,0.41226,66.914,0,AT_RISK
CNC-006,325,2025-01-13 23:21:31.833911215,3211.249,61.26,13.499,1.4748,1.6407,1.9285,69.062,620.926,39.608,15.155,311.359,646.668,0.28434,0.40836,66.733,0,AT_RISK
CNC-006,326,2025-01-14 00:19:00.731861711,3144.617,56.573,13.176,1.2784,1.0537,2.0245,68.046,581.307,40.858,12.556,312.317,645.71,0.28316,0.39227,68.297,0,AT_RISK
CNC-006,327,2025-01-14 01:16:29.629812207,3240.626,61.221,13.472,1.6203,1.2303,1.9065,69.002,627.352,40.34,14.963,313.275,644.752,0.32323,0.40579,66.884,0,AT_RISK
CNC-006,328,2025-01-14 02:13:58.527762703,3188.108,54.975,13.839,1.7392,1.8217,1.9399,69.212,568.461,39.127,17.111,314.233,643.794,0.34113,0.42353,65.861,0,AT_RISK
CNC-006,329,2025-01-14 03:11:27.425713199,3185.632,58.628,14.109,1.5666,1.4913,2.0975,68.727,602.489,41.353,18.312,315.191,642.836,0.31867,0.43879,64.462,0,AT_RISK
CNC-006,330,2025-01-14 04:08:56.323663696,2993.034,59.035,14.729,1.5694,1.6978,2.3266,69.587,604.767,43.447,16.24,316.149,641.878,0.32765,0.45201,64.016,0,AT_RISK
CNC-006,331,2025-01-14 05:06:25.221614191,3170.357,57.513,14.366,1.2032,0.9328,2.0606,66.645,588.762,48.494,14.788,317.107,640.92,0.32704,0.41548,66.518,0,AT_RISK
CNC-006,332,2025-01-14 06:03:54.119564687,3072.065,55.553,14.075,1.6782,1.4706,2.0349,69.606,578.959,43.808,15.5,318.065,639.962,0.32538,0.42521,65.97,0,AT_RISK
CNC-006,333,2025-01-14 07:01:23.017515184,3051.971,53.258,13.568,1.2576,1.2825,1.8406,67.834,528.331,42.809,14.115,319.023,639.004,0.31951,0.39549,68.289,0,AT_RISK
CNC-006,334,2025-01-14 07:58:51.915465680,3174.853,58.052,14.793,1.6823,1.6962,2.4577,66.708,596.466,40.015,16.273,319.981,638.046,0.38124,0.44801,64.141,0,AT_RISK
CNC-006,335,2025-01-14 08:56:20.813416176,3170.661,57.323,14.549,1.8313,1.707,2.468,68.736,568.499,45.926,16.351,320.939,637.088,0.3201,0.4535,64.031,0,AT_RISK
